0.050000	0.200000
0.100000	0.195100
0.150000	0.185300
0.200000	0.170720
0.250000	0.151600
0.300000	0.128298
0.350000	0.101281
0.400000	0.071121
0.450000	0.038480
0.500000	0.004096
0.550000	-0.031230
0.600000	-0.066657
0.650000	-0.101319
0.700000	-0.134348
0.750000	-0.164894
0.800000	-0.192149
0.850000	-0.215364
0.900000	-0.233871
0.950000	-0.247102
1.000000	-0.254603
1.050000	-0.256050
1.100000	-0.251259
1.150000	-0.240195
1.200000	-0.222975
1.250000	-0.199871
1.300000	-0.171303
1.350000	-0.137839
1.400000	-0.100178
1.450000	-0.059139
1.500000	-0.015647
1.550000	0.029295
1.600000	0.074620
1.650000	0.119227
1.700000	0.162006
1.750000	0.201864
1.800000	0.237753
1.850000	0.268696
1.900000	0.293814
1.950000	0.312349
2.000000	0.323686
2.050000	0.327370
2.100000	0.323124
2.150000	0.310857
2.200000	0.290674
2.250000	0.262875
2.300000	0.227954
2.350000	0.186593
2.400000	0.139647
2.450000	0.088129
2.500000	0.033190
2.550000	-0.023908
2.600000	-0.081820
2.650000	-0.139145
2.700000	-0.194466
2.750000	-0.246378
2.800000	-0.293525
2.850000	-0.334637
2.900000	-0.368556
2.950000	-0.394278
3.000000	-0.410969
3.050000	-0.418001
3.100000	-0.414964
3.150000	-0.401686
3.200000	-0.378242
3.250000	-0.344956
3.300000	-0.302403
3.350000	-0.251399
3.400000	-0.192986
3.450000	-0.128413
3.500000	-0.059113
3.550000	0.013334
3.600000	0.087229
3.650000	0.160797
3.700000	0.232228
3.750000	0.299720
3.800000	0.361522
3.850000	0.415981
3.900000	0.461582
3.950000	0.496992
4.000000	0.521094
4.050000	0.533019
4.100000	0.532177
4.150000	0.518276
4.200000	0.491337
4.250000	0.451700
4.300000	0.400025
4.350000	0.337284
4.400000	0.264742
4.450000	0.183937
4.500000	0.096645
4.550000	0.004847
4.600000	-0.089318
4.650000	-0.183603
4.700000	-0.275699
4.750000	-0.363297
4.800000	-0.444141
4.850000	-0.516083
4.900000	-0.577144
4.950000	-0.625561
5.000000	-0.659838
5.050000	-0.678789
5.100000	-0.681574
5.150000	-0.667728
5.200000	-0.637184
5.250000	-0.590281
5.300000	-0.527766
5.350000	-0.450790
5.400000	-0.360883
5.450000	-0.259932
5.500000	-0.150140
5.550000	-0.033979
5.600000	0.085861
5.650000	0.206533
5.700000	0.325101
5.750000	0.438609
5.800000	0.544152
5.850000	0.638950
5.900000	0.720415
5.950000	0.786227
6.000000	0.834388
6.050000	0.863287
6.100000	0.871743
6.150000	0.859048
6.200000	0.824996
6.250000	0.769897
6.300000	0.694586
6.350000	0.600413
6.400000	0.489221
6.450000	0.363320
6.500000	0.225433
6.550000	0.078645
6.600000	-0.073667
6.650000	-0.227905
6.700000	-0.380339
6.750000	-0.527188
6.800000	-0.664720
6.850000	-0.789335
6.900000	-0.897665
6.950000	-0.986656
7.000000	-1.053654
7.050000	-1.096480
7.100000	-1.113490
7.150000	-1.103637
7.200000	-1.066504
7.250000	-1.002331
7.300000	-0.912029
7.350000	-0.797170
7.400000	-0.659966
7.450000	-0.503231
7.500000	-0.330328
7.550000	-0.145095
7.600000	0.048231
7.650000	0.245112
7.700000	0.440811
7.750000	0.630505
7.800000	0.809399
7.850000	0.972845
7.900000	1.116462
7.950000	1.236243
8.000000	1.328671
8.050000	1.390812
8.100000	1.420400
8.150000	1.415913
8.200000	1.376626
8.250000	1.302649
8.300000	1.194945
8.350000	1.055326
8.400000	0.886431
8.450000	0.691681
8.500000	0.475213
8.550000	0.241798
8.600000	-0.003259
8.650000	-0.254240
8.700000	-0.505141
8.750000	-0.749813
8.800000	-0.982110
8.850000	-1.196036
8.900000	-1.385900
8.950000	-1.546461
9.000000	-1.673068
9.050000	-1.761787
9.100000	-1.809515
9.150000	-1.814080
9.200000	-1.774311
9.250000	-1.690098
9.300000	-1.562414
9.350000	-1.393322
9.400000	-1.185952
9.450000	-0.944444
9.500000	-0.673882
9.550000	-0.380180
9.600000	-0.069968
9.650000	0.249558
9.700000	0.570799
9.750000	0.885925
9.800000	1.187067
9.850000	1.466503
9.900000	1.716856
9.950000	1.931281
10.000000	2.103642
10.050000	2.228686
10.100000	2.302192
10.150000	2.321095
10.200000	2.283594
10.250000	2.189226
10.300000	2.038910
10.350000	1.834958
10.400000	1.581053
10.450000	1.282191
10.500000	0.944594
10.550000	0.575583
10.600000	0.183429
10.650000	-0.222827
10.700000	-0.633576
10.750000	-1.038866
10.800000	-1.428634
10.850000	-1.792949
10.900000	-2.122263
10.950000	-2.407650
11.000000	-2.641041
11.050000	-2.815445
11.100000	-2.925143
11.150000	-2.965863
11.200000	-2.934917
11.250000	-2.831307
11.300000	-2.655791
11.350000	-2.410909
11.400000	-2.100960
11.450000	-1.731944
11.500000	-1.311454
11.550000	-0.848531
11.600000	-0.353478
11.650000	0.162364
11.700000	0.686867
11.750000	1.207391
11.800000	1.711087
11.850000	2.185203
11.900000	2.617396
11.950000	2.996052
12.000000	3.310582
12.050000	3.551709
12.100000	3.711726
12.150000	3.784726
12.200000	3.766790
12.250000	3.656127
12.300000	3.453178
12.350000	3.160654
12.400000	2.783527
12.450000	2.328964
12.500000	1.806205
