0.050000	-0.098000
0.100000	-0.196000
0.150000	-0.291599
0.200000	-0.382396
0.250000	-0.466049
0.300000	-0.540333
0.350000	-0.603199
0.400000	-0.652827
0.450000	-0.687676
0.500000	-0.706531
0.550000	-0.708538
0.600000	-0.693235
0.650000	-0.660573
0.700000	-0.610927
0.750000	-0.545096
0.800000	-0.464298
0.850000	-0.370145
0.900000	-0.264617
0.950000	-0.150020
1.000000	-0.028940
1.050000	0.095815
1.100000	0.221280
1.150000	0.344397
1.200000	0.462093
1.250000	0.571351
1.300000	0.669287
1.350000	0.753226
1.400000	0.820767
1.450000	0.869854
1.500000	0.898832
1.550000	0.906499
1.600000	0.892144
1.650000	0.855581
1.700000	0.797159
1.750000	0.717776
1.800000	0.618863
1.850000	0.502364
1.900000	0.370703
1.950000	0.226734
2.000000	0.073682
2.050000	-0.084924
2.100000	-0.245335
2.150000	-0.403666
2.200000	-0.555986
2.250000	-0.698416
2.300000	-0.827225
2.350000	-0.938922
2.400000	-1.030353
2.450000	-1.098780
2.500000	-1.141963
2.550000	-1.158226
2.600000	-1.146511
2.650000	-1.106419
2.700000	-1.038238
2.750000	-0.942950
2.800000	-0.822225
2.850000	-0.678397
2.900000	-0.514425
2.950000	-0.333832
3.000000	-0.140636
3.050000	0.060739
3.100000	0.265559
3.150000	0.468892
3.200000	0.665718
3.250000	0.851056
3.300000	1.020085
3.350000	1.168262
3.400000	1.291448
3.450000	1.386011
3.500000	1.448933
3.550000	1.477898
3.600000	1.471365
3.650000	1.428623
3.700000	1.349832
3.750000	1.236040
3.800000	1.089177
3.850000	0.912032
3.900000	0.708201
3.950000	0.482026
4.000000	0.238500
4.050000	-0.016836
4.100000	-0.278015
4.150000	-0.538782
4.200000	-0.792737
4.250000	-1.033492
4.300000	-1.254825
4.350000	-1.450838
4.400000	-1.616107
4.450000	-1.745831
4.500000	-1.835960
4.550000	-1.883316
4.600000	-1.885691
4.650000	-1.841925
4.700000	-1.751960
4.750000	-1.616867
4.800000	-1.438852
4.850000	-1.221223
4.900000	-0.968342
4.950000	-0.685541
5.000000	-0.379016
5.050000	-0.055695
5.100000	0.276911
5.150000	0.610883
5.200000	0.938070
5.250000	1.250290
5.300000	1.539528
5.350000	1.798133
5.400000	2.019020
5.450000	2.195853
5.500000	2.323220
5.550000	2.396788
5.600000	2.413438
5.650000	2.371366
5.700000	2.270165
5.750000	2.110866
5.800000	1.895947
5.850000	1.629312
5.900000	1.316227
5.950000	0.963223
6.000000	0.577972
6.050000	0.169122
6.100000	-0.253888
6.150000	-0.681042
6.200000	-1.101976
6.250000	-1.506224
6.300000	-1.883474
6.350000	-2.223821
6.400000	-2.518023
6.450000	-2.757742
6.500000	-2.935769
6.550000	-3.046231
6.600000	-3.084767
6.650000	-3.048670
6.700000	-2.936997
6.750000	-2.750631
6.800000	-2.492308
6.850000	-2.166596
6.900000	-1.779821
6.950000	-1.339965
7.000000	-0.856504
7.050000	-0.340213
7.100000	0.197062
7.150000	0.742672
7.200000	1.283454
7.250000	1.806041
7.300000	2.297183
7.350000	2.744078
7.400000	3.134691
7.450000	3.458074
7.500000	3.704657
7.550000	3.866518
7.600000	3.937614
7.650000	3.913981
7.700000	3.793876
7.750000	3.577879
7.800000	3.268931
7.850000	2.872326
7.900000	2.395632
7.950000	1.848566
8.000000	1.242807
8.050000	0.591758
8.100000	-0.089740
8.150000	-0.785736
8.200000	-1.479533
8.250000	-2.154080
8.300000	-2.792378
8.350000	-3.377901
8.400000	-3.895011
8.450000	-4.329362
8.500000	-4.668286
8.550000	-4.901140
8.600000	-5.019621
8.650000	-5.018024
8.700000	-4.893447
8.750000	-4.645928
8.800000	-4.278519
8.850000	-3.797285
8.900000	-3.211228
8.950000	-2.532137
9.000000	-1.774371
9.050000	-0.954568
9.100000	-0.091292
9.150000	0.795370
9.200000	1.684269
9.250000	2.553682
9.300000	3.381830
9.350000	4.147412
9.400000	4.830140
9.450000	5.411257
9.500000	5.874034
9.550000	6.204236
9.600000	6.390525
9.650000	6.424809
9.700000	6.302525
9.750000	6.022834
9.800000	5.588731
9.850000	5.007068
9.900000	4.288482
9.950000	3.447222
10.000000	2.500895
10.050000	1.470110
10.100000	0.378054
10.150000	-0.750020
10.200000	-1.887356
10.250000	-3.006317
10.300000	-4.079038
10.350000	-5.078104
10.400000	-5.977233
10.450000	-6.751949
10.500000	-7.380223
10.550000	-7.843074
10.600000	-8.125109
10.650000	-8.214989
10.700000	-8.105804
10.750000	-7.795352
10.800000	-7.286308
10.850000	-6.586277
10.900000	-5.707732
10.950000	-4.667823
11.000000	-3.488075
11.050000	-2.193965
11.100000	-0.814397
11.150000	0.618923
11.200000	2.072196
11.250000	3.510305
11.300000	4.897645
11.350000	6.198983
11.400000	7.380329
11.450000	8.409799
11.500000	9.258451
11.550000	9.901064
11.600000	10.316844
11.650000	10.490048
11.700000	10.410490
11.750000	10.073925
11.800000	9.482303
11.850000	8.643870
11.900000	7.573121
11.950000	6.290597
12.000000	4.822532
12.050000	3.200346
12.100000	1.460009
12.150000	-0.358737
12.200000	-2.213253
12.250000	-4.058979
12.300000	-5.850482
12.350000	-7.542539
12.400000	-9.091259
12.450000	-10.455187
12.500000	-11.596380
